State/UT,Amount to be raised (Cr.),Amount Accepted (Cr.),Cut off Yield (%),Tenure (Year),Date,Url,Yield/Price
Maharashtra,3000,3000.0,7.45,14,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Manipur,200,200.0,7.50,12,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Nagaland,400,400.0,7.48,10,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Rajasthan,1579,1579.0,7.46,10,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Rajasthan,1500,1500.0,7.48,13,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Rajasthan,1500,1500.0,7.46,18,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Sikkim,485,485.0,7.50,10,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Tamil Nadu,2000,2000.0,7.44,10,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Tamil Nadu,2000,2000.0,7.44,20,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Tamil Nadu,2000,2000.0,7.40,30,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Telangana,1000,1000.0,7.44,6,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Telangana,1000,1000.0,7.42,17,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Uttar Pradesh,3000,3000.0,7.46,8,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Uttar Pradesh,3000,3000.0,7.48,12,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Uttar Pradesh,2000,2000.0,100.78/7.3779,"Reissue of 7.67% Uttar Pradesh SDL 2027 issued on April 12, 2017","Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Price based
Uttarakhand,1500,1500.0,7.47,10,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
West Bengal,2500,2500.0,7.45,18,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
West Bengal,2500,2500.0,7.45,20,"Mar 19, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57517,Yield based
Arunachal Pradesh,232,232.0,7.41,10,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Bihar,1612,1612.0,7.39,15,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Chhattisgarh,1000,1000.0,7.38,8,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Chhattisgarh,1000,1000.0,7.39,9,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Chhattisgarh,1000,1000.0,7.38,10,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Haryana,1000,1000.0,7.38,11,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Himachal Pradesh,500,500.0,7.39,10,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Himachal Pradesh,600,600.0,7.41,12,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Jammu and Kashmir,200,200.0,7.36,25,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Karnataka,1000,1000.0,7.36,10,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Karnataka,3000,3000.0,7.37,13,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Karnataka,2000,2000.0,7.37,14,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Kerala,1000,1000.0,7.39,10,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Kerala,2000,2000.0,7.38,20,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Kerala,2000,2000.0,7.36,30,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Puducherry,100,100.0,7.29,2,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Puducherry,200,200.0,7.38,14,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Puducherry,100,100.0,102.91/7.4043,"Reissue of 7.78% Puducherry SGS 2036 issued on January 10, 2024","Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Price based
Rajasthan,1000,1000.0,7.37,10,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Rajasthan,1000,1000.0,7.37,21,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Rajasthan,1000,1000.0,104.31/7.3603,"Reissue of 7.74% Rajasthan SGS 2049 issued on March 23, 2023","Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Price based
Tamil Nadu,2000,2000.0,7.36,30,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Tamil Nadu,2000,2000.0,96.85/7.3678,"Reissue of 6.83% Tamil Nadu SDL 2031 issued on December 15, 2021","Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Price based
Telangana,1000,1000.0,7.37,17,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Telangana,1000,1000.0,7.36,26,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Uttar Pradesh,2000,2000.0,7.38,10,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Uttar Pradesh,2000,2000.0,7.38,12,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
West Bengal,2000,2000.0,7.39,18,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
West Bengal,2000,2000.0,7.39,20,"Mar 12, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57489,Yield based
Assam,1000,1000.0,7.42,10,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Bihar,2000,2000.0,7.40,15,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Haryana,1500,1500.0,7.42,11,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Jammu and Kashmir,400,400.0,7.40,20,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Karnataka,3000,3000.0,7.42,11,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Karnataka,3000,3000.0,7.41,12,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Maharashtra,2000,2000.0,7.40,11,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Maharashtra,2000,2000.0,7.40,12,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Mizoram,81,81.0,7.40,15,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Rajasthan,1000,1000.0,7.40,18,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Rajasthan,1000,1000.0,102.18/7.4194,"Reissue of 7.74% Rajasthan SGS 2033 issued on December 06, 2023","Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Price based
Tamil Nadu,2000,2000.0,7.40,10,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Tamil Nadu,2000,2000.0,7.38,30,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Tamil Nadu,2000,2000.0,97.64/7.3995,"Reissue of 6.98% Tamil Nadu SDL 2031 issued on July 14, 2021","Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Price based
Telangana,1000,1000.0,7.38,19,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Telangana,1000,1000.0,7.38,25,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
West Bengal,3000,3000.0,7.40,20,"Mar 05, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57451,Yield based
Bihar,2000,2000.0,7.43,15,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Chhattisgarh,1000,1000.0,7.45,9,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Haryana,1000,1000.0,7.44,12,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Karnataka,3000,3000.0,7.44,10,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Karnataka,2000,2000.0,7.42,15,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Madhya Pradesh,2000,2000.0,7.42,20,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Madhya Pradesh,2000,2000.0,7.42,21,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Madhya Pradesh,1000,1000.0,7.42,22,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Maharashtra,1500,1500.0,7.43,11,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Maharashtra,1500,1500.0,7.43,12,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Punjab,1399,1399.0,7.46,9,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Rajasthan,1000,1000.0,7.44,10,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Rajasthan,1000,1000.0,7.42,15,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Rajasthan,1000,1000.0,7.43,20,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Tamil Nadu,2000,2000.0,7.42,10,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Uttar Pradesh,2450,2450.0,7.46,10,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Uttarakhand,1000,1000.0,7.46,10,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
West Bengal,3000,3000.0,7.44,17,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
West Bengal,3000,3000.0,7.44,20,"Feb 27, 2024",https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=57396,Yield based
Andhra Pradesh,900,900.0,7.44,15,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Bihar,2000,2000.0,7.47,15,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Chhattisgarh,1000,1000.0,7.44,5,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Chhattisgarh,1000,1000.0,7.47,6,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Chhattisgarh,1000,1000.0,7.47,7,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Chhattisgarh,1000,1000.0,7.48,8,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Jammu and Kashmir,1000,1000.0,7.45,30,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Karnataka,4000,4000.0,7.48,9,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Karnataka,1000,1000.0,7.45,16,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Madhya Pradesh,1500,1500.0,7.44,16,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Madhya Pradesh,1500,1500.0,7.45,20,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Madhya Pradesh,2000,2000.0,7.45,21,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Maharashtra,1500,1500.0,7.46,11,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Maharashtra,1500,1500.0,7.47,12,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Nagaland,400,400.0,7.49,10,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Puducherry,100,100.0,7.35,3,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Puducherry,300,300.0,7.47,13,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Rajasthan,750,750.0,7.48,10,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Rajasthan,750,750.0,102.07/7.4891,"Reissue of 7.83% Rajasthan SDL 2032 issued on June 22, 2022","Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Price based
Tamil Nadu,2000,2000.0,7.44,10,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Uttar Pradesh,3000,3000.0,7.48,10,"Feb 20, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57355,Yield based
Andhra Pradesh,500,500.0,7.45,14,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Andhra Pradesh,500,500.0,7.44,15,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Andhra Pradesh,1000,1000.0,7.48,20,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Assam,500,500.0,7.45,7,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Bihar,2000,2000.0,7.49,15,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Chhattisgarh,1000,1000.0,7.43,5,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Chhattisgarh,1000,1000.0,7.44,6,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Chhattisgarh,1000,1000.0,7.46,7,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Chhattisgarh,1000,1000.0,7.46,9,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Gujarat,1000,1000.0,7.43,7,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Gujarat,1000,1000.0,7.42,9,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Haryana,1000,1000.0,7.47,12,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Jammu and Kashmir,1000,1000.0,7.46,25,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Telangana,1000,1000.0,7.44,22,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
West Bengal,2000,2500.0,7.48,19,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
West Bengal,2000,2500.0,7.48,20,"Feb 13, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57321,Yield based
Andhra Pradesh,1000,1000.0,7.39,5,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Andhra Pradesh,500,500.0,7.49,12,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Andhra Pradesh,1000,1000.0,7.49,15,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Andhra Pradesh,500,500.0,7.46,17,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Andhra Pradesh,1000,1000.0,7.52,19,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Assam,1000,1000.0,7.52,10,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Bihar,2000,2000.0,7.52,15,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Chhattisgarh,1000,1000.0,7.51,8,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Gujarat,1000,1000.0,7.25,2,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Gujarat,1000,1000.0,7.42,7,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Haryana,1000,1000.0,7.49,12,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Jammu and Kashmir,630,630.0,7.48,30,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Madhya Pradesh,1500,1500.0,7.48,16,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Madhya Pradesh,1500,1500.0,7.48,17,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Maharashtra,2500,2500.0,7.48,11,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Maharashtra,2500,2500.0,7.49,12,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Mizoram,80,80.0,7.52,16,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Punjab,250,250.0,102.13/7.5179,"Reissue of 7.78% Punjab SGS 2037 issued on January 03, 2024","Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Price based
Punjab,250,250.0,102.32/7.5169,"Reissue of 7.79% Punjab SGS 2038 issued on January 03, 2024","Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Price based
Rajasthan,1500,1500.0,7.51,10,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Telangana,1000,1000.0,7.49,11,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Telangana,1000,1000.0,7.46,21,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Uttar Pradesh,3000,3000.0,7.49,10,"Feb 06, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57260,Yield based
Bihar,2000,2000.0,7.69,15,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Chhattisgarh,1000,1000.0,7.65,9,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Goa,100,100.0,7.65,10,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Gujarat,2000,2000.0,7.60,9,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Haryana,2000,2000.0,7.66,12,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Kerala,1130,1130.0,7.67,19,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Maharashtra,2500,2500.0,7.63,11,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Maharashtra,2500,2500.0,7.63,12,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Punjab,2000,2000.0,7.69,12,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Rajasthan,1500,1500.0,7.66,9,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Rajasthan,1000,1000.0,7.66,10,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Rajasthan,1500,1500.0,7.63,17,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Sikkim,481,481.0,7.70,10,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Tamil Nadu,1000,1000.0,7.60,7,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Tamil Nadu,1000,1000.0,7.62,10,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Tamil Nadu,1000,1000.0,7.55,30,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
West Bengal,2000,2000.0,7.67,19,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
West Bengal,1500,1500.0,7.67,20,"Jan 30, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57217,Yield based
Andhra Pradesh,500,500.0,7.68,13,"Jan 23, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57177,Yield based
Andhra Pradesh,600,600.0,7.70,18,"Jan 23, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57177,Yield based
Bihar,2000,2000.0,7.74,15,"Jan 23, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57177,Yield based
Chhattisgarh,1000,1000.0,7.67,7,"Jan 23, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57177,Yield based
Goa,100,100.0,7.69,10,"Jan 23, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57177,Yield based
Gujarat,1000,1000.0,7.63,9,"Jan 23, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57177,Yield based
Gujarat,1000,1000.0,7.63,10,"Jan 23, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57177,Yield based
Jharkhand,1000,1000.0,7.68,8,"Jan 23, 2024",https://rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=57177,Yield based
